2026-07-09 07:05:08,461 | INFO | enrich_content_tags | untagged files queued: 100 (model=qwen3.5:9b, dry_run=False)
2026-07-09 07:05:49,091 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/16 JAN - 1$ - 8 AM/03 SAMBODHAN.json (chars=727, est_tokens=181, strategy=single-pass)
2026-07-09 07:05:51,804 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/16 JAN - 1$ - 8 AM/03 SAMBODHAN.json: tagged in 2.7s (event_type=discourse, lang=hindi, topics=['gratitude', 'location-blessings', 'spiritual-influence'])
2026-07-09 07:05:51,806 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/16 JAN - 1$ - 8 AM/04 SAMBODHAN - RISHI JI.json (chars=284, est_tokens=71, strategy=single-pass)
2026-07-09 07:06:46,481 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/16 JAN - 1$ - 8 AM/04 SAMBODHAN - RISHI JI.json: tagged in 2.6s (event_type=bhajan, lang=hindi, topics=['bhajan', 'devotion', 'spiritual-practice'])
2026-07-09 07:06:46,482 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/16 JAN - 2$ - 630 PM/01 MEDITATION.json (chars=2479, est_tokens=619, strategy=single-pass)
2026-07-09 07:05:57,955 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/16 JAN - 2$ - 630 PM/01 MEDITATION.json: tagged in 3.5s (event_type=meditation, lang=mixed, topics=['self-inquiry', 'mind-witness', 'neutral-energy', 'consciousness', 'observation'])
2026-07-09 07:05:57,956 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/16 JAN - 2$ - 630 PM/02 PRAVACHAN.json (chars=405, est_tokens=101, strategy=single-pass)
2026-07-09 07:06:00,066 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/16 JAN - 2$ - 630 PM/02 PRAVACHAN.json: tagged in 2.1s (event_type=discourse, lang=hindi, topics=['greeting', 'audience', 'spiritual-teaching'])
2026-07-09 07:06:00,068 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/16 JAN - 2$ - 630 PM/03 MAINE JAB TAK TUMHE DEKHA.json (chars=998, est_tokens=249, strategy=single-pass)
2026-07-09 07:06:02,489 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/16 JAN - 2$ - 630 PM/03 MAINE JAB TAK TUMHE DEKHA.json: tagged in 2.4s (event_type=bhajan, lang=hindi, topics=['bhajan', 'love', 'longing', 'self-discovery', 'devotion'])
2026-07-09 07:06:02,490 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/16 JAN - 2$ - 630 PM/04 BUJHI ISHQ KI AAG.json (chars=1144, est_tokens=286, strategy=single-pass)
2026-07-09 07:06:05,339 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/16 JAN - 2$ - 630 PM/04 BUJHI ISHQ KI AAG.json: tagged in 2.8s (event_type=bhajan, lang=hindi, topics=['bhajan', 'devotion', 'spiritual-strength', 'love-of-god'])
2026-07-09 07:06:05,340 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/16 JAN - 2$ - 630 PM/05 OM GURUVE NAMAH.json (chars=789, est_tokens=197, strategy=single-pass)
2026-07-09 07:06:08,023 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/16 JAN - 2$ - 630 PM/05 OM GURUVE NAMAH.json: tagged in 2.7s (event_type=bhajan, lang=hindi, topics=['guru-bhakti', 'nam-smaran', 'devotional-singing'])
2026-07-09 07:06:08,025 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/16 JAN - 2$ - 630 PM/06 SAMBODHAN - RISHI JI.json (chars=294, est_tokens=73, strategy=single-pass)
2026-07-09 07:06:10,038 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/16 JAN - 2$ - 630 PM/06 SAMBODHAN - RISHI JI.json: tagged in 2.0s (event_type=bhajan, lang=mixed, topics=['meditation', 'music', 'spiritual-practice'])
2026-07-09 07:06:10,039 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/17 JAN - 3$ - 630 PM/01 MEDITATION.json (chars=5895, est_tokens=1473, strategy=single-pass)
2026-07-09 07:06:13,693 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/17 JAN - 3$ - 630 PM/01 MEDITATION.json: tagged in 3.7s (event_type=meditation, lang=mixed, topics=['meditation', 'self-awareness', 'presence', 'faith', 'inner-peace'])
2026-07-09 07:06:13,694 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/17 JAN - 3$ - 630 PM/02 PRAVACHAN.json (chars=1721, est_tokens=430, strategy=single-pass)
2026-07-09 07:06:16,408 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/17 JAN - 3$ - 630 PM/02 PRAVACHAN.json: tagged in 2.7s (event_type=discourse, lang=hindi, topics=['meditation', 'mind-control', 'self-awareness', 'spiritual-practice'])
2026-07-09 07:06:16,409 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/17 JAN - 3$ - 630 PM/03 JO JO PRAHU KE KAREEB.json (chars=4096, est_tokens=1024, strategy=single-pass)
2026-07-09 07:06:19,870 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/17 JAN - 3$ - 630 PM/03 JO JO PRAHU KE KAREEB.json: tagged in 3.5s (event_type=bhajan, lang=mixed, topics=['bhakti', 'gratitude', 'divine-proximity', 'meditation', 'spiritual-joy'])
2026-07-09 07:06:19,872 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/17 JAN - 3$ - 630 PM/04 OM GURUVE NAMAH.json (chars=3881, est_tokens=970, strategy=single-pass)
2026-07-09 07:06:23,199 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/17 JAN - 3$ - 630 PM/04 OM GURUVE NAMAH.json: tagged in 3.3s (event_type=satsang, lang=mixed, topics=['gratitude', 'library', 'transformation', 'self-discovery', 'daily-practice'])
2026-07-09 07:06:23,200 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/17 JAN - 3$ - 630 PM/05 SAMBODHAN.json (chars=472, est_tokens=118, strategy=single-pass)
2026-07-09 07:06:26,114 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/17 JAN - 3$ - 630 PM/05 SAMBODHAN.json: tagged in 2.9s (event_type=meditation, lang=mixed, topics=['meditation', 'group-practice', 'individual-practice', 'schedule'])
2026-07-09 07:06:26,115 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/18 JAN - 4$ - 630 PM/01 MEDITATION.json (chars=1575, est_tokens=393, strategy=single-pass)
2026-07-09 07:06:29,091 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/18 JAN - 4$ - 630 PM/01 MEDITATION.json: tagged in 3.0s (event_type=meditation, lang=hindi, topics=['meditation', 'relaxation', 'peace', 'self-awareness'])
2026-07-09 07:06:29,092 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/18 JAN - 4$ - 630 PM/02 SAMBODHAN.json (chars=439, est_tokens=109, strategy=single-pass)
2026-07-09 07:06:31,397 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/18 JAN - 4$ - 630 PM/02 SAMBODHAN.json: tagged in 2.3s (event_type=satsang, lang=hindi, topics=['faith', 'devotion', 'spiritual-practice'])
2026-07-09 07:06:31,398 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/18 JAN - 4$ - 630 PM/03 OM GURUVE NAMAH.json (chars=1933, est_tokens=483, strategy=single-pass)
2026-07-09 07:06:34,366 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/18 JAN - 4$ - 630 PM/03 OM GURUVE NAMAH.json: tagged in 3.0s (event_type=bhajan, lang=sanskrit, topics=['guru-bhakti', 'japa', 'devotional-songs'])
2026-07-09 07:06:34,367 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/18 JAN - 4$ - 630 PM/04 MAUSAM KOI HO.json (chars=1403, est_tokens=350, strategy=single-pass)
2026-07-09 07:06:36,732 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/18 JAN - 4$ - 630 PM/04 MAUSAM KOI HO.json: tagged in 2.4s (event_type=bhajan, lang=hindi, topics=['bhajan', 'meditation', 'nature', 'devotion', 'winter'])
2026-07-09 07:06:36,734 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/18 JAN - 4$ - 630 PM/05 OM GURUVE NAMAH.json (chars=853, est_tokens=213, strategy=single-pass)
2026-07-09 07:06:39,731 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/18 JAN - 4$ - 630 PM/05 OM GURUVE NAMAH.json: tagged in 3.0s (event_type=bhajan, lang=sanskrit, topics=['guru-bhakti', 'prayer', 'chanting'])
2026-07-09 07:06:39,733 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/18 JAN - 4$ - 630 PM/06 SAMBODHAN - RISHI JI.json (chars=392, est_tokens=98, strategy=single-pass)
2026-07-09 07:06:42,233 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/18 JAN - 4$ - 630 PM/06 SAMBODHAN - RISHI JI.json: tagged in 2.5s (event_type=meditation, lang=hindi, topics=['meditation', 'sleep-time', 'routine'])
2026-07-09 07:06:42,234 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/16 JAN - 1$ - 8 AM/01 MEDITATION.json (chars=466, est_tokens=116, strategy=single-pass)
2026-07-09 07:07:36,687 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/16 JAN - 1$ - 8 AM/01 MEDITATION.json: tagged in 2.4s (event_type=meditation, lang=hindi, topics=['meditation', 'chanting', 'guru-devotion'])
2026-07-09 07:07:36,688 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/16 JAN - 1$ - 8 AM/02 OM GURUVE NAMAH.json (chars=1992, est_tokens=498, strategy=single-pass)
2026-07-09 07:06:47,737 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/16 JAN - 1$ - 8 AM/02 OM GURUVE NAMAH.json: tagged in 3.2s (event_type=meditation, lang=mixed, topics=['meditation', 'relaxation', 'chanting', 'self-inquiry', 'bhakti'])
2026-07-09 07:06:47,738 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/16 JAN - 1$ - 8 AM/03 SAMBODHAN.json (chars=970, est_tokens=242, strategy=single-pass)
2026-07-09 07:06:50,719 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/16 JAN - 1$ - 8 AM/03 SAMBODHAN.json: tagged in 2.8s (event_type=discourse, lang=hindi, topics=['daily-routine', 'location-benefits', 'spiritual-practice'])
2026-07-09 07:06:50,720 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/16 JAN - 2$ - 630 PM/01 MEDITATION.json (chars=3982, est_tokens=995, strategy=single-pass)
2026-07-09 07:06:54,181 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/16 JAN - 2$ - 630 PM/01 MEDITATION.json: tagged in 3.5s (event_type=meditation, lang=mixed, topics=['self-inquiry', 'awareness', 'mind-observation', 'true-nature', 'meditation-practice'])
2026-07-09 07:06:54,181 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/16 JAN - 2$ - 630 PM/02 PRAVACHAN.json (chars=430, est_tokens=107, strategy=single-pass)
2026-07-09 07:06:56,642 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/16 JAN - 2$ - 630 PM/02 PRAVACHAN.json: tagged in 2.5s (event_type=discourse, lang=hindi, topics=['greeting', 'student-interaction', 'daily-discourse'])
2026-07-09 07:06:56,643 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/16 JAN - 2$ - 630 PM/03 MAINE JAB TAK TUMHE DEKHA.json (chars=899, est_tokens=224, strategy=single-pass)
2026-07-09 07:06:59,346 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/16 JAN - 2$ - 630 PM/03 MAINE JAB TAK TUMHE DEKHA.json: tagged in 2.7s (event_type=bhajan, lang=hindi, topics=['bhajan', 'divine-love', 'self-realization', 'spiritual-longing'])
2026-07-09 07:06:59,347 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/16 JAN - 2$ - 630 PM/04 BUJHI ISHQ KI AAG.json (chars=1556, est_tokens=389, strategy=single-pass)
2026-07-09 07:07:02,690 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/16 JAN - 2$ - 630 PM/04 BUJHI ISHQ KI AAG.json: tagged in 3.3s (event_type=bhajan, lang=hindi, topics=['bhajan', 'devotion', 'spiritual-fire', 'human-nature', 'guru-disciple'])
2026-07-09 07:07:02,692 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/16 JAN - 2$ - 630 PM/05 OM GURUVE NAMAH (1).json (chars=484, est_tokens=121, strategy=single-pass)
2026-07-09 07:07:05,269 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/16 JAN - 2$ - 630 PM/05 OM GURUVE NAMAH (1).json: tagged in 2.6s (event_type=bhajan, lang=sanskrit, topics=['bhajan', 'devotion', 'chanting', 'guru-bhakti'])
2026-07-09 07:07:05,270 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/16 JAN - 2$ - 630 PM/05 OM GURUVE NAMAH (2).json (chars=548, est_tokens=137, strategy=single-pass)
2026-07-09 07:07:08,155 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/16 JAN - 2$ - 630 PM/05 OM GURUVE NAMAH (2).json: tagged in 2.9s (event_type=bhajan, lang=sanskrit, topics=['bhajan', 'chanting', 'devotion', 'guru-bhakti'])
2026-07-09 07:07:08,157 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/16 JAN - 2$ - 630 PM/06 SAMBODHAN.json (chars=722, est_tokens=180, strategy=single-pass)
2026-07-09 07:07:11,186 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/16 JAN - 2$ - 630 PM/06 SAMBODHAN.json: tagged in 3.0s (event_type=qa, lang=mixed, topics=['kitchen-arrangements', 'food-preparation', 'time-management', 'guest-accommodation', 'daily-routine'])
2026-07-09 07:07:11,187 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/17 JAN - 3$ - 630 PM/01 MEDITATION.json (chars=6410, est_tokens=1602, strategy=single-pass)
2026-07-09 07:07:14,818 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/17 JAN - 3$ - 630 PM/01 MEDITATION.json: tagged in 3.7s (event_type=meditation, lang=hindi, topics=['meditation', 'self-awareness', 'existence', 'mind-detachment', 'spiritual-practice'])
2026-07-09 07:07:14,819 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/17 JAN - 3$ - 630 PM/02 PRAVACHAN.json (chars=1090, est_tokens=272, strategy=single-pass)
2026-07-09 07:07:17,740 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/17 JAN - 3$ - 630 PM/02 PRAVACHAN.json: tagged in 2.9s (event_type=discourse, lang=hindi, topics=['meditation-practice', 'inner-vibration', 'spiritual-impact', 'daily-practice'])
2026-07-09 07:07:17,741 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/17 JAN - 3$ - 630 PM/03 JO JO PRAHU KE KAREEB.json (chars=3942, est_tokens=985, strategy=single-pass)
2026-07-09 07:07:21,457 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/17 JAN - 3$ - 630 PM/03 JO JO PRAHU KE KAREEB.json: tagged in 3.7s (event_type=bhajan, lang=hindi, topics=['bhakti', 'divine-proximity', 'gratitude', 'inner-bliss', 'spiritual-awakening'])
2026-07-09 07:07:21,459 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/17 JAN - 3$ - 630 PM/04 OM GURUVE NAMAH.json (chars=4517, est_tokens=1129, strategy=single-pass)
2026-07-09 07:07:25,244 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/17 JAN - 3$ - 630 PM/04 OM GURUVE NAMAH.json: tagged in 3.8s (event_type=satsang, lang=mixed, topics=['guru-devotion', 'spiritual-library', 'meditation', 'self-awareness', 'divine-light'])
2026-07-09 07:07:25,245 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/17 JAN - 3$ - 630 PM/05 SAMBODHAN.json (chars=466, est_tokens=116, strategy=single-pass)
2026-07-09 07:07:27,579 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/17 JAN - 3$ - 630 PM/05 SAMBODHAN.json: tagged in 2.3s (event_type=meditation, lang=hindi, topics=['meditation', 'certainty', 'group-practice'])
2026-07-09 07:07:27,580 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/18 JAN - 4$ - 630 PM/01 MEDITATION.json (chars=1683, est_tokens=420, strategy=single-pass)
2026-07-09 07:07:30,656 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/18 JAN - 4$ - 630 PM/01 MEDITATION.json: tagged in 3.1s (event_type=meditation, lang=hindi, topics=['meditation', 'relaxation', 'sleep', 'self-awareness', 'mindfulness'])
2026-07-09 07:07:30,657 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/18 JAN - 4$ - 630 PM/02 SAMBODHAN.json (chars=609, est_tokens=152, strategy=single-pass)
2026-07-09 07:07:32,967 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/18 JAN - 4$ - 630 PM/02 SAMBODHAN.json: tagged in 2.3s (event_type=discourse, lang=hindi, topics=['faith', 'mindset', 'influence'])
2026-07-09 07:07:32,969 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/18 JAN - 4$ - 630 PM/03 OM GURUVE NAMAH.json (chars=1853, est_tokens=463, strategy=single-pass)
2026-07-09 07:07:36,371 | INFO | enrich_content_tags | Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/18 JAN - 4$ - 630 PM/03 OM GURUVE NAMAH.json: tagged in 3.4s (event_type=bhajan, lang=hindi, topics=['guru-bhakti', 'nam-sankirtan', 'devotional-singing'])
2026-07-09 07:07:36,372 | INFO | enrich_content_tags | tagging Dagshai 2001/01 JAN - 2001/DAGSHAI 15 - 19 JAN 2001/MD RECORDING OF THIS CAMP/18 JAN - 4$ - 630 PM/04 MAUSAM KOI HO & OM GURUVE NAMAH.json (chars=3642, est_tokens=910, strategy=single-pass)
