name,files,mentions
guru nanak sahab,5,5
guru raidas,5,5
hanumantlal ji,5,5
kumar gupta,5,5
madhav,5,5
mahadev,5,5
mahammad,5,5
mahatma,5,5
maitreya,5,5
naanak,5,5
nachiket,5,5
nam dev,5,5
nanak dev,5,5
pandavas,5,5
prabhu ji,5,5
prahlada,5,5
prof. tirathram,5,5
raavi,5,5
raaviya,5,5
rahu,5,5
raja bharati,5,5
raja bharatri hari,5,5
raja ram mohan roy,5,5
raja vikramaditya,5,5
rajendra,5,5
raju,5,5
rama krishna,5,5
ramakrishna paramahamsa,5,5
ramdas,5,5
ram kishan,5,5
ratanavali,5,5
rishi gautam,5,5
rishi kapil,5,5
saagar,5,5
saddguru,5,5
sadhak,5,5
sahab,5,5
sai,5,5
satya,5,5
shakuni,5,5
shishya,5,5
shivneta,5,5
shri chand,5,5
shwet,5,5
soyam,5,5
sri ramakrishna,5,5
sukrat,5,5
suresh,5,5
swami ramtirath,5,5
thoreau,5,5
vardhaman,5,5
vedavyasa,5,5
videha,5,5
vyas,5,5
yamaraj,5,5
yudhishthir,5,5
नानक,5,5
भगवान कृष्ण,5,5
महावीर,5,5
maharaj ji,4,10
rupa,4,6
sri krishna,4,6
surya,4,6
bulleshah,4,5
kapila,4,5
purushottam,4,5
rajabahadur,4,5
rajabir,4,5
sabari,4,5
sitaji,4,5
swami ramdas,4,5
valmiki,4,5
vivekanand,4,5
adam,4,4
agra,4,4
alamgir,4,4
arundhati,4,4
athar,4,4
atul jain,4,4
baba ram,4,4
baba ram kishan,4,4
babu ram kishan,4,4
basanti chola,4,4
bhagavan ram,4,4
bhagwan vishnu,4,4
bhartrhari,4,4
buddh,4,4
bulasha,4,4
chaitanya mahaprabhu,4,4
dayananda,4,4
dhann,4,4
dhanya,4,4
dhritarashtra,4,4
dr david,4,4
girdhar-gopala,4,4
gor badal,4,4
guru-dev-ji,4,4
guru har gobind,4,4
guru puranima,4,4
guru sandeepani,4,4
haranakashipu,4,4
hemraj,4,4
holika,4,4
ikana,4,4
julius,4,4
kabiir sahab,4,4
kali ma,4,4
kalu,4,4
kapil vastu,4,4
kavi,4,4
keshav chandra sen,4,4
king janak,4,4
kumar,4,4
kumbhakarna,4,4
kunti,4,4
living master,4,4
ludhiana,4,4
mahavir jain,4,4
malaik,4,4
maluk das,4,4
manoj gupta,4,4
mata,4,4
mishra,4,4
morgan rogers,4,4
morgon rockefeller,4,4
mumtaz mahal,4,4
mursheed ji,4,4
na,4,4
nanak gobind,4,4
narad muni,4,4
narendra vivekananda,4,4
naren vivekananda,4,4
osho,4,4
panchkula,4,4
pankaj,4,4
parashurama,4,4
paul,4,4
peep,4,4
pita,4,4
professor tirathram,4,4
professor tirth ram,4,4
prophet,4,4
puran-singh,4,4
purn-singh,4,4
raahul,4,4
rabhia,4,4
raghunath,4,4
rahiya,4,4
raja gadwal,4,4
raja harishchandra,4,4
raja-janak,4,4
rajaji,4,4
rajneesh,4,4
ramakrishna-paramahansa,4,4
ramakrishna paramhansa,4,4
ramanand,4,4
ram tirth,4,4
ravan,4,4
raviya,4,4
rishi anand vishwas,4,4
rishi dinesh,4,4
rishii balraj,4,4
rishi kapil vishwas,4,4
rishipurusottam,4,4
rishiyon,4,4
rogers,4,4
rohan,4,4
rohini,4,4
saints,4,4
saki,4,4
sambodhan,4,4
sarla,4,4
satyuk,4,4
shah inayat,4,4
sharma,4,4
shirdi sai baba,4,4
shivam,4,4
shri guru,4,4
shrikrishna,4,4
shudhodhan,4,4
shuka,4,4
simran,4,4
sudhodhan,4,4
swami narayan,4,4
swami ramatirth,4,4
tansen,4,4
teacher,4,4
teesi jain,4,4
thakur ji,4,4
tirath ram,4,4
tukaaram,4,4
tukkaram,4,4
yashodharm,4,4
भगवान राम,4,4
स्वामी जी,4,4
vinod vishwas,3,13
nani,3,10
babu ji,3,9
shashi,3,5
yamacharya,3,5
adi shankaracharya,3,4
baba ramdas,3,4
guru arjun,3,4
har,3,4
kashmiri,3,4
khuda,3,4
laila,3,4
ramanuja,3,4
sadhvi,3,4
shukadeva,3,4
surendra,3,4
aanand ji,3,3
abraham lincoln,3,3
acharya,3,3
alauddin,3,3
aligarh,3,3
anand,3,3
anil kumar,3,3
anumantlal,3,3
archana,3,3
arvind,3,3
ashok monga,3,3
ashok-monga-ji,3,3
ashok vishwas,3,3
astaavakra,3,3
baaba,3,3
baadal,3,3
baazshah,3,3
baba nanak,3,3
bahadur,3,3
baiju bawra,3,3
balak,3,3
balami,3,3
bali,3,3
bazshah,3,3
beti,3,3
bhagat singh,3,3
bhagavan shri krishna,3,3
bhagwan buddha,3,3
bhagwan shiva,3,3
bharatri hari,3,3
bheema,3,3
bhiksha,3,3
bhushan,3,3
bilani,3,3
brahmarshi,3,3
bullesh,3,3
bulle shah,3,3
chankya,3,3
chirag,3,3
daata ji,3,3
dadaji,3,3
dadam,3,3
dagshai,3,3
dakshai,3,3
danna,3,3
dasharath,3,3
dashrath,3,3
daya bai,3,3
dayabai,3,3
delhi,3,3
devaki,3,3
devtas,3,3
dhanana,3,3
dharana,3,3
dinesh,3,3
diogenes,3,3
doctor crouse,3,3
dr. david,3,3
dronacharya,3,3
ekana,3,3
fakir,3,3
farid,3,3
gaurav,3,3
god,3,3
goshalak,3,3
greater india,3,3
gulshan ji,3,3
guru angad,3,3
guru arjan dev ji,3,3
guru dadu,3,3
guru goraknath,3,3
guru-govind,3,3
gurujee,3,3
gurunanak dev,3,3
gurunank,3,3
guru narad,3,3
guru pipa,3,3
guru ramakrishna,3,3
guruv,3,3
guru virajanand,3,3
guru vishwamitra,3,3
hanuman ji,3,3
hanumantlal,3,3
hanumatlal ji,3,3
harish,3,3
hazrat,3,3
himanshu,3,3
hisar,3,3
hissar,3,3
husain,3,3
iknat,3,3
iknath,3,3
indomati,3,3
indra,3,3
jesusa,3,3
kabiir saahab,3,3
kali,3,3
kamal,3,3
kamla,3,3
keshav,3,3
lalit suri,3,3
lavkush,3,3
linchy,3,3
maharishi dayananda,3,3
maharishi ramana,3,3
maharshi dayanand,3,3
maharshi ramana,3,3
manish,3,3
manoj,3,3
maulana,3,3
mirza maharani,3,3
mohit,3,3
morgans,3,3
moses,3,3
muni,3,3
musa,3,3
nachi keta,3,3
nar,3,3
narak,3,3
naresh,3,3
narsimha,3,3
nataraja,3,3
neelima ji,3,3
palto,3,3
paltu,3,3
papa,3,3
patiala,3,3
prabhuji,3,3
pratima,3,3
preetam,3,3
prince gopala,3,3
priya,3,3
professor tirat ram,3,3
purani singh,3,3
rabia basri,3,3
rabiah,3,3
raghukul,3,3
rahim,3,3
rajabai,3,3
rajabali,3,3
raja bhartri,3,3
raja chanak,3,3
raja daksh,3,3
rajiv gandhi,3,3
rama das,3,3
ram-badshah,3,3
ram basa,3,3
ram bhasha,3,3
ramesh,3,3
ramkishan,3,3
ram-krishna,3,3
ram sharma,3,3
ram tirath,3,3
rang baba,3,3
rantidev,3,3
ravi,3,3
ravinder,3,3
ravish,3,3
rekha,3,3
ridaas,3,3
rishi dadami,3,3
rishi dinesh ji,3,3
rishiji,3,3
rishiprasad,3,3
rishi purushotam ji,3,3
rishipushottam,3,3
rishiravindar,3,3
rotak,3,3
sadguru ji,3,3
samrat,3,3
sandeep,3,3
sandip,3,3
sani,3,3
sanjay,3,3
sankara,3,3
sant dadami,3,3
saradar puran singh,3,3
saraswati,3,3
sardar,3,3
saroj,3,3
saurav,3,3
schopenhauer,3,3
sevak,3,3
shabar,3,3
shah,3,3
shahjahan,3,3
shikandar-ajam,3,3
shiv baba,3,3
shri hanuman,3,3
shri shankaracharya,3,3
shruti,3,3
sikandar,3,3
sirsa,3,3
sufi,3,3
sufi fakir,3,3
sundaripani,3,3
swami ramteet,3,3
swami ramtirtha,3,3
urvila,3,3
vallabacharya,3,3
varadhamana,3,3
vardhamana,3,3
vardhman mahavir,3,3
veena jain,3,3
veerat,3,3
vibhishan,3,3
vikram aditya,3,3
vina,3,3
vina jain,3,3
vinod gohil,3,3
viraj,3,3
yajnavalkya,3,3
yamraj,3,3
yusuf,3,3
अर्जुन,3,3
कबीर,3,3
गुरु,3,3
नरेंद्र,3,3
बुद्ध,3,3
भगवान,3,3
विवेकानंद,3,3
शिव,3,3
साहिल,3,3
raja rai,2,8
goshal,2,5
guru eknath,2,4
puranmal,2,4
raamkrishna,2,4
rishibhooshan,2,4
sankar,2,4
shirdar,2,4
babu ram krishna,2,3
bhakt,2,3
chand das,2,3
danuj,2,3
gopis,2,3
guru das,2,3
guru tukaram,2,3
laxman,2,3
mandana mishra,2,3
rai das,2,3
raja dasharath,2,3
rishiaashok,2,3
rishikumar satyam vishwas,2,3
rukmini,2,3
shatrughna,2,3
shri das,2,3
vallabha,2,3
मुरशिद,2,3
aakash upadhyay,2,2
abhishek sharma,2,2
ajamil,2,2
akanksha varma,2,2
akrura,2,2
aman,2,2
amardip,2,2
amir,2,2
amrit,2,2
anan,2,2
anand bharti,2,2
anika,2,2
anil sharma,2,2
anita chodhari,2,2
anita segal,2,2
anju tanija,2,2
ankit,2,2
anmol,2,2
anuj,2,2
anukampa vyas,2,2
anumant lal,2,2
araidas,2,2
arastu,2,2
archana ji,2,2
arita devi,2,2
arora,2,2
arunachala,2,2
arun khanna,2,2
asharam,2,2
ashish mahata,2,2
ashok kumar,2,2
ashok mogani,2,2
ashtavakra,2,2
asim,2,2
athar ji,2,2
atul,2,2
atul saxena,2,2
baava ram krishna,2,2
baba kisan,2,2
baba narain,2,2
baba-ram-kishan,2,2
baba ram krishna paramhans,2,2
babu ramakrishna,2,2
babu ramkishan,2,2
babu vishwas,2,2
badshah,2,2
bahen ji,2,2
bairam,2,2
bajirao,2,2
balaram ji,2,2
bala saini ji,2,2
bara baras,2,2
barla,2,2
barth russell,2,2
basant chola,2,2
bathinda,2,2
bathlehem,2,2
baz,2,2
beepi gupta,2,2
bernard,2,2
bertrand russell,2,2
bhagat raj surdas,2,2
bhagavad gita,2,2
bhagwan bithal,2,2
bhagwan das,2,2
bhagwan hammad,2,2
bhagwan ji,2,2
bhagwan-ram,2,2
bhagwan shankar,2,2
bhai kanaya,2,2
bhai lehna,2,2
bhai manohar,2,2
bhajan,2,2
bhaktaraj,2,2
bhaktaraj suradas,2,2
bharata,2,2
bharat mathur,2,2
bhartri hari,2,2
bheena,2,2
bhishma,2,2
bhishma pitamaha,2,2
bhola,2,2
biksha,2,2
bimala devi,2,2
bimbisara,2,2
bina,2,2
brahma rishi,2,2
brijbhumi,2,2
bulash,2,2
bulesha,2,2
bupal,2,2
chail,2,2
chanakya,2,2
chand,2,2
chandigarh,2,2
chandra,2,2
chandragupta maurya,2,2
chandrashekhar,2,2
channana,2,2
chatarpur,2,2
childers,2,2
churchill,2,2
commissioner,2,2
dada,2,2
dadichi,2,2
daruka,2,2
das,2,2
datta ji,2,2
dav,2,2
dayanand saraswati,2,2
deepak,2,2
devanshu,2,2
devkrishna bansal,2,2
dharm pati,2,2
dhru-prahlad,2,2
dilip shah,2,2
dinesh kumar,2,2
divya,2,2
doctor crauz,2,2
doctor cross,2,2
doctor crow,2,2
doctor neena ji,2,2
doctor sidana,2,2
doctor varg,2,2
dr,2,2
draupad,2,2
dr. craig,2,2
dr. crouch,2,2
drona,2,2
dr. sharma,2,2
dru,2,2
druid,2,2
dushara,2,2
dwarka,2,2
edinburgh,2,2
edington,2,2
eka,2,2
ekan,2,2
fareed,2,2
faridabad,2,2
fisar,2,2
gadval raja,2,2
gadwal ki raja,2,2
gandhi,2,2
ganika,2,2
garibi,2,2
garwal,2,2
gasm,2,2
gautam ji,2,2
geeta,2,2
geeta chawla,2,2
geeta ji,2,2
geeta sharma,2,2
geeta vyas,2,2
girdhar-gopal,2,2
girdhar gopala,2,2
girdhar gupal,2,2
gobind singh,2,2
goddess,2,2
gopinath,2,2
governor,2,2
guptaji,2,2
gur,2,2
gurdwara,2,2
guru amar nath,2,2
guru chardas,2,2
guruday,2,2
gurudev-ji,2,2
guru dhanna,2,2
guru gobind singh maharaj,2,2
guru gopal,2,2
guru govind,2,2
gurugran sahab,2,2
guru-gulal,2,2
guru gurunath,2,2
guru janak,2,2
guru kabir das,2,2
guru matang maharshi,2,2
guru narada,2,2
guru-narad-muni-dev,2,2
gurunath dev,2,2
guru purnima,2,2
gurupurnima,2,2
gurur,2,2
guru raj,2,2
guru ramakrishna paramahansa,2,2
guru ramanaand,2,2
guru-ravidas,2,2
guru sahab,2,2
guru sakshat,2,2
guru-sandipani,2,2
guru shish,2,2
guru shishya,2,2
guruvarn,2,2
guru vashisht,2,2
guru-vashishtha,2,2
guru vijayapad,2,2
guruvir,2,2
guru vishisht,2,2
hari chand,2,2
haridas,2,2
harihar chand,2,2
hari mohan,2,2
harish chandra,2,2
harish vishwas,2,2
harish vyas,2,2
hassan,2,2
hirday,2,2
hittler,2,2
hudson,2,2
indra devata,2,2
indra devta,2,2
indr devata,2,2
indr devta,2,2
indu,2,2
jagdish,2,2
jagjot,2,2
jahangir,2,2
jahanzeb,2,2
jalaluddin,2,2
jammu,2,2
jara,2,2
jessus,2,2
jesus-christ,2,2
jitendar,2,2
jodi,2,2
joseph,2,2
julia,2,2
jyoti,2,2
kabil,2,2
kabir-sahab,2,2
kamakshi gupta,2,2
kamal jain,2,2
kamla sachdeva,2,2
kamlesh rani ji,2,2
kamsa,2,2
kanpur,2,2
kanta,2,2
kapil ji,2,2
kapilvastu,2,2
karagi,2,2
karma,2,2
karna,2,2
karnegi,2,2
karni,2,2
keshav chandrasekhar,2,2
keshav chandrasena,2,2
keshav chand sain,2,2
keshav chand sen,2,2
ketu,2,2
kiran,2,2
kiran qatra,2,2
kisan,2,2
krishma tanija,2,2
krishnalal ahuja,2,2
krishna rani,2,2
kunal dogra,2,2
lahana,2,2
lahore,2,2
lajpat nagar,2,2
lakhmi chand,2,2
lakshmi chand,2,2
lalaa,2,2
lingji,2,2
living entity,2,2
lord shiva,2,2
lord vishnu,2,2
ma bhuvaneswari,2,2
madalasa,2,2
madan mohan,2,2
madari,2,2
madhu,2,2
maha dev,2,2
mahamaya,2,2
mahaprabhu chetani,2,2
mahapurush,2,2
maha-raaj,2,2
maharaja avikramaditya,2,2
maharaja bhartri hari,2,2
maharshi dadhmi,2,2
maharshi ram,2,2
maharshi ramn,2,2
mahashivratri,2,2
maheshwar,2,2
mahmoud,2,2
mahmud,2,2
mala,2,2
malika,2,2
mandi,2,2
manisha vyas,2,2
manju,2,2
manju khurana,2,2
manzur,2,2
mardan,2,2
margaret,2,2
masi,2,2
mataangi,2,2
mattang,2,2
meenu varma,2,2
meerabai,2,2
meghnath,2,2
mehesh varma,2,2
mehraani mira,2,2
mehran,2,2
miraa maharani,2,2
mirabai-bai,2,2
mirabai maharani,2,2
mister arthees,2,2
modi,2,2
mohali,2,2
mohan,2,2
mohanlal sharma,2,2
morgan rockfeller,2,2
mughal,2,2
mullah,2,2
muni dev,2,2
munidev,2,2
munis,2,2
murari,2,2
mursheed gulal,2,2
mursheeds,2,2
murshid sahab,2,2
murshid sahib,2,2
mushir,2,2
naam,2,2
nachieta,2,2
nachi kaita,2,2
naida,2,2
nakula,2,2
naman,2,2
nand baba,2,2
naraada muni,2,2
narada-muni,2,2
narada muni dev,2,2
naraindra,2,2
narasimh,2,2
narindar,2,2
narsi mehta,2,2
natchiketa,2,2
nathu,2,2
navab,2,2
nawab,2,2
neelam ahuja,2,2
nirmala,2,2
nirmal ji,2,2
nishant goyal,2,2
nitesh-bhateja-ji,2,2
nitesh bhatreja ji,2,2
nitin,2,2
nitin yadav,2,2
om sharma,2,2
palta das,2,2
pandit,2,2
panjab,2,2
paramahams,2,2
parama pita,2,2
paramhans,2,2
pardeep khanna,2,2
patajali,2,2
patanjali,2,2
patricia,2,2
pavan kumar,2,2
peepa sagar,2,2
peesi ahuja,2,2
pip,2,2
pitambar,2,2
pitam bardhari,2,2
poonam arora,2,2
pop,2,2
pope,2,2
prabh,2,2
pradeep jahan,2,2
prakash,2,2
pralad,2,2
pramata,2,2
prameshwar,2,2
pramhans,2,2
pramila mahata,2,2
prashant,2,2
pratima ji,2,2
prem,2,2
president,2,2
president mckinley,2,2
priest,2,2
prisha,2,2
prithu,2,2
professor tirutharam,2,2
punam,2,2
puran sinh,2,2
purn,2,2
purushottam singh,2,2
pushpa devi ji,2,2
quran,2,2
raabiya,2,2
rabia balkhi,2,2
rabiyaa,2,2
rada,2,2
radha ahuja,2,2
radhika chawla,2,2
rahiba,2,2
rahidas,2,2
rahula,2,2
raja bahadur,2,2
rajabala ji,2,2
raja-bharat,2,2
raja bharat hari,2,2
raja-bhartari-hari,2,2
raja bharthari,2,2
raja bharthari hari,2,2
raja bhoj,2,2
raja dadhichi,2,2
raja krishna,2,2
rajakumar,2,2
raja rammohan roy,2,2
raja singh,2,2
raja sudhodhan,2,2
raja-vikramaditya,2,2
rajendra prasnna,2,2
rajendra singh,2,2
rajesh,2,2
rajgarh,2,2
raj kumar,2,2
rajnish kumar,2,2
rajnish vishwas,2,2
rajpura,2,2
rakesh kumar,2,2
rama basa,2,2
ramadas,2,2
rama rajkumar,2,2
rama sharma,2,2
rama tirth,2,2
ram badshah,2,2
rambajsha,2,2
ram-bajshah,2,2
ram basch,2,2
ram basha,2,2
ram-bhasha,2,2
ram das,2,2
ram dev,2,2
ramesh ji,2,2
ram ji,2,2
ram krishna paramahansa,2,2
rampura,2,2
ramtirat,2,2
rani devi,2,2
rani pathi,2,2
rani sani,2,2
ratna,2,2
ravi ji,2,2
ravindra,2,2
ridas,2,2
rish-anand,2,2
rishi balraj vishwas,2,2
rishi chand ji,2,2
rishigautam,2,2
rishii dinesh,2,2
rishii kumar,2,2
rishi kesh,2,2
rishikesh kapil,2,2
rishikesh kumar,2,2
rishi kumar anany vishwas,2,2
rishi kumaron,2,2
rishi kumar satya vishwas,2,2
rishi nutha,2,2
rishiparshottam,2,2
rishi patanjali,2,2
rishipatanjali,2,2
rishi prashotam,2,2
rishipurohitam,2,2
rishi purshotam,2,2
rishiravindra,2,2
rishi sandesh vishwas,2,2
rishi sandipani,2,2
rishi sankalp vishwas,2,2
rishi sunil,2,2
rishi sunil vishwas,2,2
rishi vishwas,2,2
rishiy,2,2
ruchika,2,2
saddgur,2,2
sadhana,2,2
sadhu kiran vishwas,2,2
sadhu pratima,2,2
sadhvi kapila,2,2
sadhvi kusum vishwas,2,2
sadhy,2,2
sahadeva,2,2
sahaja,2,2
sahajo bai,2,2
sahib baba,2,2
sahil agarwal,2,2
sahjora,2,2
saijo,2,2
saint paul,2,2
sajo,2,2
salam,2,2
sami ji,2,2
samrat bhartri hari,2,2
sandeepani,2,2
sandip prajapati,2,2
sani chawla,2,2
sanjay gandhi,2,2
sanjeev,2,2
sankalp shakti,2,2
sant jnaneshwar,2,2
santosh ahuja,2,2
saradar purn singh,2,2
sarala,2,2
sarvesh,2,2
satya narayan,2,2
saurav gupta,2,2
seema bansal,2,2
seth,2,2
shahabad,2,2
shah inayat khan,2,2
